Center,Center_Code,Center_Name,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart
TXSP-TX1 UT Southwestern Medical Center/William P. Clements Jr. University Hospital,TXSP-TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,2,1,0.0,0,3
TXSP-TX1 UT Southwestern Medical Center/William P. Clements Jr. University Hospital,TXSP-TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,2,0,0.0,0,0
TXSP-TX1 UT Southwestern Medical Center/William P. Clements Jr. University Hospital,TXSP-TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,1,0,0.0,0,0
TXSP-TX1 UT Southwestern Medical Center/William P. Clements Jr. University Hospital,TXSP-TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,10,7,0.0,0,0
TXSP-TX1 UT Southwestern Medical Center/William P. Clements Jr. University Hospital,TXSP-TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,2,0,0.0,0,0
TXSP-TX1 UT Southwestern Medical Center/William P. Clements Jr. University Hospital,TXSP-TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,4,1,0.0,0,0
TXSP-TX1 UT Southwestern Medical Center/William P. Clements Jr. University Hospital,TXSP-TX1,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,530,125,0.0,0,45
TXSW-TX1 Scott and White Memorial Hospital,TXSW-TX1,Scott and White Memorial Hospital,207,0,5.0,6,5
TXSW-TX1 Scott and White Memorial Hospital,TXSW-TX1,Scott and White Memorial Hospital,1,0,0.0,0,0
TXSW-TX1 Scott and White Memorial Hospital,TXSW-TX1,Scott and White Memorial Hospital,206,0,5.0,6,5
TXTC-TX1 Texas Children's Hospital,TXTC-TX1,Texas Children's Hospital,52,21,0.0,0,46
TXTC-TX1 Texas Children's Hospital,TXTC-TX1,Texas Children's Hospital,0,0,0.0,0,0
TXTC-TX1 Texas Children's Hospital,TXTC-TX1,Texas Children's Hospital,1,3,0.0,0,1
TXTC-TX1 Texas Children's Hospital,TXTC-TX1,Texas Children's Hospital,0,1,0.0,0,0
TXTC-TX1 Texas Children's Hospital,TXTC-TX1,Texas Children's Hospital,0,0,0.0,0,1
TXTC-TX1 Texas Children's Hospital,TXTC-TX1,Texas Children's Hospital,0,0,0.0,0,0
TXTC-TX1 Texas Children's Hospital,TXTC-TX1,Texas Children's Hospital,0,3,0.0,0,0
TXTC-TX1 Texas Children's Hospital,TXTC-TX1,Texas Children's Hospital,1,0,0.0,0,0
TXTC-TX1 Texas Children's Hospital,TXTC-TX1,Texas Children's Hospital,0,1,0.0,0,0
TXTC-TX1 Texas Children's Hospital,TXTC-TX1,Texas Children's Hospital,50,13,0.0,0,44
TXTX-TX1 Baylor University Medical Center,TXTX-TX1,Baylor University Medical Center,"1,002",52,1.0,14,27
TXTX-TX1 Baylor University Medical Center,TXTX-TX1,Baylor University Medical Center,6,0,0.0,0,2
TXTX-TX1 Baylor University Medical Center,TXTX-TX1,Baylor University Medical Center,2,0,0.0,0,0
TXTX-TX1 Baylor University Medical Center,TXTX-TX1,Baylor University Medical Center,1,0,0.0,0,0
TXTX-TX1 Baylor University Medical Center,TXTX-TX1,Baylor University Medical Center,29,1,0.0,1,3
TXTX-TX1 Baylor University Medical Center,TXTX-TX1,Baylor University Medical Center,1,0,0.0,0,0
TXTX-TX1 Baylor University Medical Center,TXTX-TX1,Baylor University Medical Center,1,0,0.0,0,0
TXTX-TX1 Baylor University Medical Center,TXTX-TX1,Baylor University Medical Center,6,1,0.0,0,1
TXTX-TX1 Baylor University Medical Center,TXTX-TX1,Baylor University Medical Center,12,3,0.0,0,1
TXTX-TX1 Baylor University Medical Center,TXTX-TX1,Baylor University Medical Center,944,47,1.0,13,20
TXTY-TX1 East Texas Medical Center,TXTY-TX1,East Texas Medical Center,129,0,0.0,0,0
TXTY-TX1 East Texas Medical Center,TXTY-TX1,East Texas Medical Center,3,0,0.0,0,0
TXTY-TX1 East Texas Medical Center,TXTY-TX1,East Texas Medical Center,3,0,0.0,0,0
TXTY-TX1 East Texas Medical Center,TXTY-TX1,East Texas Medical Center,123,0,0.0,0,0
TXUC-TX1 University Children’s Health,TXUC-TX1,University Children’s Health,12,2,0.0,0,0
TXUC-TX1 University Children’s Health,TXUC-TX1,University Children’s Health,12,2,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,362,37,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,1,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,5,3,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,8,1,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,4,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,2,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,27,2,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,8,1,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,1,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,4,2,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,1,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,29,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,1,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,1,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,1,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,9,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,5,2,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,1,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,18,2,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,9,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,3,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,4,1,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,0,1,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,5,0,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,0,1,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,212,21,0.0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,TXVA-TX1,Michael E. DeBakey VA Medical Center,3,0,0.0,0,0
TXWH-TX1 Wilford Hall Medical Center,TXWH-TX1,Wilford Hall Medical Center,2,0,0.0,3,0
TXWH-TX1 Wilford Hall Medical Center,TXWH-TX1,Wilford Hall Medical Center,1,0,0.0,1,0
TXWH-TX1 Wilford Hall Medical Center,TXWH-TX1,Wilford Hall Medical Center,1,0,0.0,1,0
TXWH-TX1 Wilford Hall Medical Center,TXWH-TX1,Wilford Hall Medical Center,0,0,0.0,1,0
UTLD-TX1 Intermountain Medical Center,UTLD-TX1,Intermountain Medical Center,303,102,0.0,7,18
UTLD-TX1 Intermountain Medical Center,UTLD-TX1,Intermountain Medical Center,3,0,0.0,0,0
UTLD-TX1 Intermountain Medical Center,UTLD-TX1,Intermountain Medical Center,5,0,0.0,0,0
UTLD-TX1 Intermountain Medical Center,UTLD-TX1,Intermountain Medical Center,36,21,0.0,0,5
UTLD-TX1 Intermountain Medical Center,UTLD-TX1,Intermountain Medical Center,1,0,0.0,0,0
UTLD-TX1 Intermountain Medical Center,UTLD-TX1,Intermountain Medical Center,3,3,0.0,0,0
UTLD-TX1 Intermountain Medical Center,UTLD-TX1,Intermountain Medical Center,7,2,0.0,0,1
UTLD-TX1 Intermountain Medical Center,UTLD-TX1,Intermountain Medical Center,240,76,0.0,6,12
UTLD-TX1 Intermountain Medical Center,UTLD-TX1,Intermountain Medical Center,8,0,0.0,1,0
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,238,59,2.0,4,32
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,2,0,0.0,0,0
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,1,0,0.0,0,2
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,1,0,0.0,0,0
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,1,0,0.0,0,1
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,86,27,0.0,0,4
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,0,0,0.0,0,1
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,7,0,0.0,0,1
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,13,1,1.0,0,3
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,1,0,0.0,0,2
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,3,0,0.0,0,0
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,0,0,0.0,0,5
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,113,28,1.0,4,13
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,1,0,0.0,0,0
UTMC-TX1 University of Utah Medical Center,UTMC-TX1,University of Utah Medical Center,9,3,0.0,0,0
UTPC-TX1 Primary Children's Hospital,UTPC-TX1,Primary Children's Hospital,15,7,0.0,0,9
UTPC-TX1 Primary Children's Hospital,UTPC-TX1,Primary Children's Hospital,3,2,0.0,0,3
UTPC-TX1 Primary Children's Hospital,UTPC-TX1,Primary Children's Hospital,0,1,0.0,0,0
UTPC-TX1 Primary Children's Hospital,UTPC-TX1,Primary Children's Hospital,0,0,0.0,0,1
UTPC-TX1 Primary Children's Hospital,UTPC-TX1,Primary Children's Hospital,11,4,0.0,0,5
UTPC-TX1 Primary Children's Hospital,UTPC-TX1,Primary Children's Hospital,1,0,0.0,0,0
VACH-TX1 Children's Hospital of the King's Daughters,VACH-TX1,Children's Hospital of the King's Daughters,8,0,0.0,0,0
VACH-TX1 Children's Hospital of the King's Daughters,VACH-TX1,Children's Hospital of the King's Daughters,1,0,0.0,0,0
VACH-TX1 Children's Hospital of the King's Daughters,VACH-TX1,Children's Hospital of the King's Daughters,7,0,0.0,0,0
VAFH-TX1 Inova Fairfax Hospital,VAFH-TX1,Inova Fairfax Hospital,428,0,3.0,2,42
VAFH-TX1 Inova Fairfax Hospital,VAFH-TX1,Inova Fairfax Hospital,1,0,0.0,0,0
VAFH-TX1 Inova Fairfax Hospital,VAFH-TX1,Inova Fairfax Hospital,0,0,0.0,0,1
VAFH-TX1 Inova Fairfax Hospital,VAFH-TX1,Inova Fairfax Hospital,59,0,0.0,0,12
VAFH-TX1 Inova Fairfax Hospital,VAFH-TX1,Inova Fairfax Hospital,4,0,0.0,0,0
VAFH-TX1 Inova Fairfax Hospital,VAFH-TX1,Inova Fairfax Hospital,1,0,0.0,0,0
VAFH-TX1 Inova Fairfax Hospital,VAFH-TX1,Inova Fairfax Hospital,1,0,0.0,0,0
VAFH-TX1 Inova Fairfax Hospital,VAFH-TX1,Inova Fairfax Hospital,1,0,0.0,0,0
VAFH-TX1 Inova Fairfax Hospital,VAFH-TX1,Inova Fairfax Hospital,357,0,3.0,2,29
VAFH-TX1 Inova Fairfax Hospital,VAFH-TX1,Inova Fairfax Hospital,4,0,0.0,0,0
VAHD-TX1 Henrico Doctors' Hospital,VAHD-TX1,Henrico Doctors' Hospital,170,0,0.0,0,0
VAHD-TX1 Henrico Doctors' Hospital,VAHD-TX1,Henrico Doctors' Hospital,1,0,0.0,0,0
VAHD-TX1 Henrico Doctors' Hospital,VAHD-TX1,Henrico Doctors' Hospital,169,0,0.0,0,0
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",600,90,5.0,18,35
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",1,2,0.0,0,0
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",1,0,0.0,0,0
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",1,0,0.0,0,0
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",2,1,0.0,0,0
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",1,0,0.0,0,0
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",15,1,0.0,0,1
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",5,0,0.0,0,0
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",27,12,0.0,1,0
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",0,1,0.0,0,0
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",2,0,0.0,0,0
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",0,1,0.0,0,0
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",545,70,5.0,17,34
"VAMC-TX1 VCU Health System Authority, VCUMC",VAMC-TX1,"VCU Health System Authority, VCUMC",0,2,0.0,0,0
VAMV-TX1 Hunter Holmes McGuire Veterans Administration Medical Center,VAMV-TX1,Hunter Holmes McGuire Veterans Administration Medical Center,0,0,0.0,0,9
VAMV-TX1 Hunter Holmes McGuire Veterans Administration Medical Center,VAMV-TX1,Hunter Holmes McGuire Veterans Administration Medical Center,0,0,0.0,0,1
VAMV-TX1 Hunter Holmes McGuire Veterans Administration Medical Center,VAMV-TX1,Hunter Holmes McGuire Veterans Administration Medical Center,0,0,0.0,0,3
VAMV-TX1 Hunter Holmes McGuire Veterans Administration Medical Center,VAMV-TX1,Hunter Holmes McGuire Veterans Administration Medical Center,0,0,0.0,0,4
VAMV-TX1 Hunter Holmes McGuire Veterans Administration Medical Center,VAMV-TX1,Hunter Holmes McGuire Veterans Administration Medical Center,0,0,0.0,0,1
VANG-TX1 Sentara Norfolk General Hospital,VANG-TX1,Sentara Norfolk General Hospital,424,0,3.0,4,31
VANG-TX1 Sentara Norfolk General Hospital,VANG-TX1,Sentara Norfolk General Hospital,1,0,0.0,0,0
VANG-TX1 Sentara Norfolk General Hospital,VANG-TX1,Sentara Norfolk General Hospital,23,0,1.0,0,2
VANG-TX1 Sentara Norfolk General Hospital,VANG-TX1,Sentara Norfolk General Hospital,5,0,0.0,0,0
VANG-TX1 Sentara Norfolk General Hospital,VANG-TX1,Sentara Norfolk General Hospital,395,0,2.0,4,29
VAUV-TX1 University of Virginia Health Sciences Center,VAUV-TX1,University of Virginia Health Sciences Center,560,63,21.0,23,37
VAUV-TX1 University of Virginia Health Sciences Center,VAUV-TX1,University of Virginia Health Sciences Center,1,0,0.0,0,0
VAUV-TX1 University of Virginia Health Sciences Center,VAUV-TX1,University of Virginia Health Sciences Center,0,0,1.0,0,0
VAUV-TX1 University of Virginia Health Sciences Center,VAUV-TX1,University of Virginia Health Sciences Center,0,1,0.0,0,0
VAUV-TX1 University of Virginia Health Sciences Center,VAUV-TX1,University of Virginia Health Sciences Center,2,0,0.0,0,0
VAUV-TX1 University of Virginia Health Sciences Center,VAUV-TX1,University of Virginia Health Sciences Center,2,0,0.0,0,0
VAUV-TX1 University of Virginia Health Sciences Center,VAUV-TX1,University of Virginia Health Sciences Center,2,1,1.0,0,0
VAUV-TX1 University of Virginia Health Sciences Center,VAUV-TX1,University of Virginia Health Sciences Center,0,1,0.0,0,0
VAUV-TX1 University of Virginia Health Sciences Center,VAUV-TX1,University of Virginia Health Sciences Center,4,0,0.0,0,0
VAUV-TX1 University of Virginia Health Sciences Center,VAUV-TX1,University of Virginia Health Sciences Center,533,58,18.0,23,36
VAUV-TX1 University of Virginia Health Sciences Center,VAUV-TX1,University of Virginia Health Sciences Center,16,2,1.0,0,1
VTMC-TX1 The University of Vermont Medical Center,VTMC-TX1,The University of Vermont Medical Center,56,0,0.0,0,0
VTMC-TX1 The University of Vermont Medical Center,VTMC-TX1,The University of Vermont Medical Center,1,0,0.0,0,0
VTMC-TX1 The University of Vermont Medical Center,VTMC-TX1,The University of Vermont Medical Center,7,0,0.0,0,0
VTMC-TX1 The University of Vermont Medical Center,VTMC-TX1,The University of Vermont Medical Center,2,0,0.0,0,0
VTMC-TX1 The University of Vermont Medical Center,VTMC-TX1,The University of Vermont Medical Center,14,0,0.0,0,0
VTMC-TX1 The University of Vermont Medical Center,VTMC-TX1,The University of Vermont Medical Center,32,0,0.0,0,0
WACH-TX1 Seattle Children's Hospital,WACH-TX1,Seattle Children's Hospital,51,18,0.0,0,13
WACH-TX1 Seattle Children's Hospital,WACH-TX1,Seattle Children's Hospital,1,0,0.0,0,0
WACH-TX1 Seattle Children's Hospital,WACH-TX1,Seattle Children's Hospital,0,1,0.0,0,0
WACH-TX1 Seattle Children's Hospital,WACH-TX1,Seattle Children's Hospital,2,2,0.0,0,0
WACH-TX1 Seattle Children's Hospital,WACH-TX1,Seattle Children's Hospital,3,0,0.0,0,0
WACH-TX1 Seattle Children's Hospital,WACH-TX1,Seattle Children's Hospital,1,1,0.0,0,2
WACH-TX1 Seattle Children's Hospital,WACH-TX1,Seattle Children's Hospital,44,14,0.0,0,11
WASH-TX1 Providence Sacred Heart Medical Center & Children's Hospital,WASH-TX1,Providence Sacred Heart Medical Center & Children's Hospital,212,0,0.0,3,24
WASH-TX1 Providence Sacred Heart Medical Center & Children's Hospital,WASH-TX1,Providence Sacred Heart Medical Center & Children's Hospital,42,0,0.0,0,2
WASH-TX1 Providence Sacred Heart Medical Center & Children's Hospital,WASH-TX1,Providence Sacred Heart Medical Center & Children's Hospital,39,0,0.0,2,3
WASH-TX1 Providence Sacred Heart Medical Center & Children's Hospital,WASH-TX1,Providence Sacred Heart Medical Center & Children's Hospital,3,0,0.0,0,0
WASH-TX1 Providence Sacred Heart Medical Center & Children's Hospital,WASH-TX1,Providence Sacred Heart Medical Center & Children's Hospital,128,0,0.0,1,19
WASM-TX1 Swedish Medical Center,WASM-TX1,Swedish Medical Center,451,47,3.0,15,0
WASM-TX1 Swedish Medical Center,WASM-TX1,Swedish Medical Center,92,7,0.0,2,0
WASM-TX1 Swedish Medical Center,WASM-TX1,Swedish Medical Center,3,0,0.0,0,0
WASM-TX1 Swedish Medical Center,WASM-TX1,Swedish Medical Center,21,1,0.0,0,0
WASM-TX1 Swedish Medical Center,WASM-TX1,Swedish Medical Center,4,0,0.0,1,0
WASM-TX1 Swedish Medical Center,WASM-TX1,Swedish Medical Center,2,1,0.0,1,0
WASM-TX1 Swedish Medical Center,WASM-TX1,Swedish Medical Center,329,38,3.0,11,0
WAUW-TX1 University of Washington Medical Center,WAUW-TX1,University of Washington Medical Center,481,129,0.0,22,36
WAUW-TX1 University of Washington Medical Center,WAUW-TX1,University of Washington Medical Center,4,10,0.0,1,1
WAUW-TX1 University of Washington Medical Center,WAUW-TX1,University of Washington Medical Center,8,0,0.0,0,0
WAUW-TX1 University of Washington Medical Center,WAUW-TX1,University of Washington Medical Center,1,0,0.0,0,0
WAUW-TX1 University of Washington Medical Center,WAUW-TX1,University of Washington Medical Center,0,7,0.0,0,0
WAUW-TX1 University of Washington Medical Center,WAUW-TX1,University of Washington Medical Center,15,7,0.0,0,1
WAUW-TX1 University of Washington Medical Center,WAUW-TX1,University of Washington Medical Center,1,0,0.0,0,0
WAUW-TX1 University of Washington Medical Center,WAUW-TX1,University of Washington Medical Center,3,3,0.0,1,4
WAUW-TX1 University of Washington Medical Center,WAUW-TX1,University of Washington Medical Center,2,0,0.0,0,0
WAUW-TX1 University of Washington Medical Center,WAUW-TX1,University of Washington Medical Center,447,102,0.0,20,30
WAVM-TX1 Virginia Mason Medical Center,WAVM-TX1,Virginia Mason Medical Center,274,0,2.0,10,0
WAVM-TX1 Virginia Mason Medical Center,WAVM-TX1,Virginia Mason Medical Center,23,0,0.0,1,0
WAVM-TX1 Virginia Mason Medical Center,WAVM-TX1,Virginia Mason Medical Center,1,0,0.0,0,0
WAVM-TX1 Virginia Mason Medical Center,WAVM-TX1,Virginia Mason Medical Center,11,0,0.0,0,0
WAVM-TX1 Virginia Mason Medical Center,WAVM-TX1,Virginia Mason Medical Center,13,0,0.0,2,0
WAVM-TX1 Virginia Mason Medical Center,WAVM-TX1,Virginia Mason Medical Center,1,0,0.0,0,0
WAVM-TX1 Virginia Mason Medical Center,WAVM-TX1,Virginia Mason Medical Center,224,0,2.0,7,0
WAVM-TX1 Virginia Mason Medical Center,WAVM-TX1,Virginia Mason Medical Center,1,0,0.0,0,0
WICH-TX1 Children's Hospital of Wisconsin,WICH-TX1,Children's Hospital of Wisconsin,17,9,0.0,0,11
WICH-TX1 Children's Hospital of Wisconsin,WICH-TX1,Children's Hospital of Wisconsin,0,1,0.0,0,2
WICH-TX1 Children's Hospital of Wisconsin,WICH-TX1,Children's Hospital of Wisconsin,17,8,0.0,0,9
WISE-TX1 Froedtert Memorial Lutheran Hospital,WISE-TX1,Froedtert Memorial Lutheran Hospital,429,107,0.0,7,23
WISE-TX1 Froedtert Memorial Lutheran Hospital,WISE-TX1,Froedtert Memorial Lutheran Hospital,1,0,0.0,0,0
WISE-TX1 Froedtert Memorial Lutheran Hospital,WISE-TX1,Froedtert Memorial Lutheran Hospital,71,4,0.0,0,0
WISE-TX1 Froedtert Memorial Lutheran Hospital,WISE-TX1,Froedtert Memorial Lutheran Hospital,0,1,0.0,0,0
WISE-TX1 Froedtert Memorial Lutheran Hospital,WISE-TX1,Froedtert Memorial Lutheran Hospital,1,0,0.0,0,0
WISE-TX1 Froedtert Memorial Lutheran Hospital,WISE-TX1,Froedtert Memorial Lutheran Hospital,356,102,0.0,7,23
WISL-TX1 Aurora St. Luke's Medical Center,WISL-TX1,Aurora St. Luke's Medical Center,164,71,0.0,6,19
WISL-TX1 Aurora St. Luke's Medical Center,WISL-TX1,Aurora St. Luke's Medical Center,4,0,0.0,0,1
WISL-TX1 Aurora St. Luke's Medical Center,WISL-TX1,Aurora St. Luke's Medical Center,1,0,0.0,0,0
WISL-TX1 Aurora St. Luke's Medical Center,WISL-TX1,Aurora St. Luke's Medical Center,0,1,0.0,0,0
WISL-TX1 Aurora St. Luke's Medical Center,WISL-TX1,Aurora St. Luke's Medical Center,159,70,0.0,6,18
WIUW-TX1 University of Wisconsin Hospital and Clinics,WIUW-TX1,University of Wisconsin Hospital and Clinics,736,84,14.0,19,9
