Center,Center_Code,Center_Name,States,Time_Waited,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,All Center States,< 30 Days,1,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,All Center States,30 to < 90 Days,16,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,All Center States,90 Days to < 6 Months,21,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,All Center States,6 Months to < 1 Year,37,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,All Center States,1 Year to < 2 Years,24,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,All Center States,2 Years to < 3 Years,19,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,All Center States,3 Years to < 5 Years,11,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,All Center States,5 or More Years,2,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,Texas,All Time,131,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,Texas,< 30 Days,1,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,Texas,30 to < 90 Days,16,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,Texas,90 Days to < 6 Months,21,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,Texas,6 Months to < 1 Year,37,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,Texas,1 Year to < 2 Years,24,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,Texas,2 Years to < 3 Years,19,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,Texas,3 Years to < 5 Years,11,0,0.0,0,0
TXFW-TX1 Texas Health Harris Methodist Fort Worth Hospital,TXFW-TX1,Texas Health Harris Methodist Fort Worth Hospital,Texas,5 or More Years,2,0,0.0,0,0
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,All Center States,All Time,258,0,2.0,7,7
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,All Center States,All Time,258,0,2.0,7,7
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,All Center States,< 30 Days,20,0,0.0,4,1
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,All Center States,30 to < 90 Days,14,0,0.0,0,0
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,All Center States,90 Days to < 6 Months,32,0,1.0,1,2
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,All Center States,6 Months to < 1 Year,36,0,0.0,2,0
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,All Center States,1 Year to < 2 Years,88,0,0.0,0,1
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,All Center States,2 Years to < 3 Years,37,0,0.0,0,2
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,All Center States,3 Years to < 5 Years,25,0,1.0,0,1
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,All Center States,5 or More Years,6,0,0.0,0,0
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,Texas,All Time,258,0,2.0,7,7
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,Texas,< 30 Days,20,0,0.0,4,1
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,Texas,30 to < 90 Days,14,0,0.0,0,0
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,Texas,90 Days to < 6 Months,32,0,1.0,1,2
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,Texas,6 Months to < 1 Year,36,0,0.0,2,0
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,Texas,1 Year to < 2 Years,88,0,0.0,0,1
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,Texas,2 Years to < 3 Years,37,0,0.0,0,2
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,Texas,3 Years to < 5 Years,25,0,1.0,0,1
TXHD-TX1 Medical City Dallas Hospital,TXHD-TX1,Medical City Dallas Hospital,Texas,5 or More Years,6,0,0.0,0,0
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",All Center States,All Time,225,33,0.0,5,55
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",All Center States,< 30 Days,2,1,0.0,0,8
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",All Center States,30 to < 90 Days,11,4,0.0,0,5
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",All Center States,90 Days to < 6 Months,10,9,0.0,1,8
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",All Center States,6 Months to < 1 Year,27,9,0.0,1,5
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",All Center States,1 Year to < 2 Years,42,7,0.0,3,12
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",All Center States,2 Years to < 3 Years,51,1,0.0,0,8
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",All Center States,3 Years to < 5 Years,51,2,0.0,0,8
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",All Center States,5 or More Years,31,0,0.0,0,1
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",Texas,All Time,225,33,0.0,5,55
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",Texas,< 30 Days,2,1,0.0,0,8
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",Texas,30 to < 90 Days,11,4,0.0,0,5
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",Texas,90 Days to < 6 Months,10,9,0.0,1,8
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",Texas,6 Months to < 1 Year,27,9,0.0,1,5
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",Texas,1 Year to < 2 Years,42,7,0.0,3,12
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",Texas,2 Years to < 3 Years,51,1,0.0,0,8
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",Texas,3 Years to < 5 Years,51,2,0.0,0,8
"TXHH-TX1 Memorial Hermann Hospital, University of Texas at Houston",TXHH-TX1,"Memorial Hermann Hospital, University of Texas at Houston",Texas,5 or More Years,31,0,0.0,0,1
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,All Center States,All Time,827,233,0.0,0,33
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,All Center States,< 30 Days,14,9,0.0,0,2
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,All Center States,30 to < 90 Days,24,18,0.0,0,3
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,All Center States,90 Days to < 6 Months,61,30,0.0,0,3
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,All Center States,6 Months to < 1 Year,74,37,0.0,0,3
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,All Center States,1 Year to < 2 Years,217,59,0.0,0,11
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,All Center States,1 Year to < 2 Years,217,59,0.0,0,11
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,All Center States,2 Years to < 3 Years,152,24,0.0,0,3
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,All Center States,3 Years to < 5 Years,178,30,0.0,0,4
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,All Center States,5 or More Years,107,26,0.0,0,4
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,All Time,827,233,0.0,0,33
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,< 30 Days,14,9,0.0,0,2
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,30 to < 90 Days,24,18,0.0,0,3
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,90 Days to < 6 Months,61,30,0.0,0,3
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,6 Months to < 1 Year,74,37,0.0,0,3
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,1 Year to < 2 Years,217,59,0.0,0,11
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,2 Years to < 3 Years,152,24,0.0,0,3
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,3 Years to < 5 Years,178,30,0.0,0,4
TXHI-TX1 CHI St. Luke's Health Baylor College of Medicine Medical Center,TXHI-TX1,CHI St. Luke's Health Baylor College of Medicine Medical Center,Texas,5 or More Years,107,26,0.0,0,4
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,All Center States,All Time,"1,545",150,9.0,8,20
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,All Center States,< 30 Days,51,9,1.0,1,2
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,All Center States,30 to < 90 Days,83,11,0.0,0,5
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,All Center States,90 Days to < 6 Months,162,22,2.0,2,6
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,All Center States,6 Months to < 1 Year,224,39,0.0,2,2
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,All Center States,1 Year to < 2 Years,371,46,2.0,2,5
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,All Center States,2 Years to < 3 Years,304,12,2.0,1,0
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,All Center States,3 Years to < 5 Years,226,1,1.0,0,0
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,All Center States,5 or More Years,124,10,1.0,0,0
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,Texas,All Time,"1,545",150,9.0,8,20
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,Texas,< 30 Days,51,9,1.0,1,2
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,Texas,30 to < 90 Days,83,11,0.0,0,5
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,Texas,90 Days to < 6 Months,162,22,2.0,2,6
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,Texas,6 Months to < 1 Year,224,39,0.0,2,2
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,Texas,1 Year to < 2 Years,371,46,2.0,2,5
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,Texas,2 Years to < 3 Years,304,12,2.0,1,0
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,Texas,3 Years to < 5 Years,226,1,1.0,0,0
TXHS-TX1 Methodist Specialty and Transplant Hospital,TXHS-TX1,Methodist Specialty and Transplant Hospital,Texas,5 or More Years,124,10,1.0,0,0
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,All Center States,All Time,470,60,2.0,0,11
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,All Center States,< 30 Days,15,2,0.0,0,0
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,All Center States,30 to < 90 Days,40,8,0.0,0,0
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,All Center States,90 Days to < 6 Months,42,1,1.0,0,0
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,All Center States,6 Months to < 1 Year,73,8,0.0,0,2
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,All Center States,1 Year to < 2 Years,92,14,0.0,0,5
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,All Center States,2 Years to < 3 Years,93,12,0.0,0,3
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,All Center States,3 Years to < 5 Years,85,12,1.0,0,1
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,All Center States,5 or More Years,30,3,0.0,0,0
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,Texas,All Time,470,60,2.0,0,11
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,Texas,< 30 Days,15,2,0.0,0,0
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,Texas,< 30 Days,15,2,0.0,0,0
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,Texas,30 to < 90 Days,40,8,0.0,0,0
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,Texas,90 Days to < 6 Months,42,1,1.0,0,0
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,Texas,6 Months to < 1 Year,73,8,0.0,0,2
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,Texas,1 Year to < 2 Years,92,14,0.0,0,5
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,Texas,2 Years to < 3 Years,93,12,0.0,0,3
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,Texas,3 Years to < 5 Years,85,12,1.0,0,1
TXJS-TX1 University of Texas Medical Branch at Galveston,TXJS-TX1,University of Texas Medical Branch at Galveston,Texas,5 or More Years,30,3,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,All Center States,All Time,197,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,All Center States,< 30 Days,8,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,All Center States,30 to < 90 Days,9,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,All Center States,90 Days to < 6 Months,12,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,All Center States,6 Months to < 1 Year,18,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,All Center States,1 Year to < 2 Years,71,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,All Center States,2 Years to < 3 Years,41,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,All Center States,3 Years to < 5 Years,32,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,All Center States,5 or More Years,6,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,Texas,All Time,197,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,Texas,< 30 Days,8,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,Texas,30 to < 90 Days,9,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,Texas,90 Days to < 6 Months,12,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,Texas,6 Months to < 1 Year,18,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,Texas,1 Year to < 2 Years,71,0,0.0,0,0
TXLP-TX1 Las Palmas Medical Center,TXLP-TX1,Las Palmas Medical Center,Texas,2 Years to < 3 Years,41,0,0.0,0,0
